user_id,item_id,rank,score,item_name,item_category,brand,price
100425,6068189,1,1.0726699271381879,三星Galaxy Tab S9 12GB/512GB,电子产品,三星,16932.36
100425,1983260,2,1.0427581990837476,方太燃气灶JZT-HA7B,家用电器,方太,1650.54
100425,7960554,3,1.02132076559446,荣耀Magic6 128GB 黑色,电子产品,荣耀,3311.19
100425,1975934,4,0.9971549513754087,安踏运动服 冠军系列 灰色 L码,服装鞋帽,安踏,219.34
100425,8021403,5,0.9888485119113286,迪奥精华液 30ml,美妆护肤,迪奥,411.26
100599,976821,1,1.402743879741225,格力洗衣机XQG100-BD14086,家用电器,格力,5765.1
100599,9109970,2,1.2531353961205396,森马T恤 圆领款 黑色 S码,服装鞋帽,森马,65.5
100599,3715670,3,1.2254944151786904,百事美年达 330ml*24罐,食品饮料,统一,38.77
100599,5277473,4,1.1216358632826688,康师傅红烧牛肉面 100g*5袋,食品饮料,康师傅,14.29
100599,3335552,5,1.0792803878593376,索菲亚餐椅 原木色,家居用品,索菲亚,320.84
101206,8771005,1,0.9455555889672246,ZARA基础款T恤 灰色 S码,服装鞋帽,ZARA,79.73
101206,1437674,2,0.9275112962620204,苹果iPad Pro 12.9寸 1TB,电子产品,苹果,3818.54
101206,5363058,3,0.7355886214692657,西门子洗衣机WM14U561HW,家用电器,西门子,5062.98
101206,7755662,4,0.6934710635393886,雅诗兰黛红石榴面霜 50ml,美妆护肤,雅诗兰黛,972.88
101206,3787731,5,0.6869632447502717,美的冰箱BCD-638WKPZM(E),家用电器,美的,3261.4
101640,746111,1,1.2815811404340005,欧莱雅洗发水 400ml,美妆护肤,欧莱雅,702.58
101640,274404,2,1.2446547605820952,方太洗碗机JBSD2T-X1S,家用电器,方太,775.68
101640,7960554,3,1.2324592382998398,荣耀Magic6 128GB 黑色,电子产品,荣耀,3311.19
101640,1017947,4,1.208672826874903,格力变频冰箱 BCD-520WPQC,家用电器,格力,7436.6
101640,4243294,5,1.1488692187802865,康师傅冰红茶 500ml*12瓶,食品饮料,康师傅,75.45
101773,3117428,1,1.6123033675596958,老板集成灶YKW-200-JZ,家用电器,老板,4661.4
101773,8758579,2,1.013577133618159,迪奥粉底液 010 30ml,美妆护肤,迪奥,397.75
101773,4964744,3,0.9968189808155166,戴尔游匣G15 i7/16GB/1TB,电子产品,戴尔,7884.27
101773,1988867,4,0.9840625167107856,荣耀Magic6 Pro 512GB 紫色,电子产品,荣耀,2037.51
